Ponto,Arquivo,Shape,Dtype,Min,Max
Point17,CD138.tif,"(2048, 2048)",uint16,0,36
Point17,CD16.tif,"(2048, 2048)",uint16,0,25
Point17,CD163.tif,"(2048, 2048)",uint16,0,25
Point17,CD20.tif,"(2048, 2048)",uint16,0,86
Point17,CD209.tif,"(2048, 2048)",uint16,0,14
Point17,CD3.tif,"(2048, 2048)",uint16,0,11
Point17,CD31.tif,"(2048, 2048)",uint16,0,7
Point17,CD4.tif,"(2048, 2048)",uint16,0,10
Point17,CD45.tif,"(2048, 2048)",uint16,0,44
Point17,CD45RO.tif,"(2048, 2048)",uint16,0,18
Point17,CD56.tif,"(2048, 2048)",uint16,0,12
Point17,CD63.tif,"(2048, 2048)",uint16,0,33
Point17,CD68.tif,"(2048, 2048)",uint16,0,37
Point17,CD8.tif,"(2048, 2048)",uint16,0,23
Point17,CSF-1R.tif,"(2048, 2048)",uint16,0,26
Point17,dsDNA.tif,"(2048, 2048)",uint16,0,94
Point17,EGFR.tif,"(2048, 2048)",uint16,0,7
Point17,Fe.tif,"(2048, 2048)",uint16,0,508
Point17,FoxP3.tif,"(2048, 2048)",uint16,0,7
Point17,H3K27me3.tif,"(2048, 2048)",uint16,0,118
Point17,H3K9ac.tif,"(2048, 2048)",uint16,0,47
Point17,HLA-DR.tif,"(2048, 2048)",uint16,0,109
Point17,HLA_Class_1.tif,"(2048, 2048)",uint16,0,56
Point17,IDO.tif,"(2048, 2048)",uint16,0,15
Point17,Keratin17.tif,"(2048, 2048)",uint16,0,60
Point17,Keratin6.tif,"(2048, 2048)",uint16,0,238
Point17,Ki67.tif,"(2048, 2048)",uint16,0,29
Point17,Lag3.tif,"(2048, 2048)",uint16,0,16
Point17,MPO.tif,"(2048, 2048)",uint16,0,103
Point17,Na.tif,"(2048, 2048)",uint16,0,305
Point17,OX40.tif,"(2048, 2048)",uint16,0,11
Point17,P.tif,"(2048, 2048)",uint16,0,30
Point17,p53.tif,"(2048, 2048)",uint16,0,20
Point17,Pan-Keratin.tif,"(2048, 2048)",uint16,0,43
Point17,PD-L1.tif,"(2048, 2048)",uint16,0,9
Point17,PD1.tif,"(2048, 2048)",uint16,0,14
Point17,phospho-S6.tif,"(2048, 2048)",uint16,0,34
Point17,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point17,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point17,Si.tif,"(2048, 2048)",uint16,0,205
Point17,SMA.tif,"(2048, 2048)",uint16,0,98
Point17,Ta.tif,"(2048, 2048)",uint16,0,251
Point17,Vimentin.tif,"(2048, 2048)",uint16,0,178
Point18,Au.tif,"(2048, 2048)",uint16,0,431
Point18,B7H3.tif,"(2048, 2048)",uint16,0,13
Point18,Background.tif,"(2048, 2048)",uint16,0,18
Point18,Beta catenin.tif,"(2048, 2048)",uint16,0,16
Point18,C.tif,"(2048, 2048)",uint16,0,0
Point18,Ca.tif,"(2048, 2048)",uint16,0,436
Point18,CD11b.tif,"(2048, 2048)",uint16,0,8
Point18,CD11c.tif,"(2048, 2048)",uint16,0,18
Point18,CD138.tif,"(2048, 2048)",uint16,0,28
Point18,CD16.tif,"(2048, 2048)",uint16,0,37
Point18,CD163.tif,"(2048, 2048)",uint16,0,36
Point18,CD20.tif,"(2048, 2048)",uint16,0,31
Point18,CD209.tif,"(2048, 2048)",uint16,0,10
Point18,CD3.tif,"(2048, 2048)",uint16,0,7
Point18,CD31.tif,"(2048, 2048)",uint16,0,4
Point18,CD4.tif,"(2048, 2048)",uint16,0,6
Point18,CD45.tif,"(2048, 2048)",uint16,0,20
Point18,CD45RO.tif,"(2048, 2048)",uint16,0,14
Point18,CD56.tif,"(2048, 2048)",uint16,0,4
Point18,CD63.tif,"(2048, 2048)",uint16,0,23
Point18,CD68.tif,"(2048, 2048)",uint16,0,35
Point18,CD8.tif,"(2048, 2048)",uint16,0,14
Point18,CSF-1R.tif,"(2048, 2048)",uint16,0,16
Point18,dsDNA.tif,"(2048, 2048)",uint16,0,88
Point18,EGFR.tif,"(2048, 2048)",uint16,0,7
Point18,Fe.tif,"(2048, 2048)",uint16,0,504
Point18,FoxP3.tif,"(2048, 2048)",uint16,0,4
Point18,H3K27me3.tif,"(2048, 2048)",uint16,0,101
Point18,H3K9ac.tif,"(2048, 2048)",uint16,0,46
Point18,HLA-DR.tif,"(2048, 2048)",uint16,0,40
Point18,HLA_Class_1.tif,"(2048, 2048)",uint16,0,65
Point18,IDO.tif,"(2048, 2048)",uint16,0,7
Point18,Keratin17.tif,"(2048, 2048)",uint16,0,25
Point18,Keratin6.tif,"(2048, 2048)",uint16,0,80
Point18,Ki67.tif,"(2048, 2048)",uint16,0,19
Point18,Lag3.tif,"(2048, 2048)",uint16,0,6
Point18,MPO.tif,"(2048, 2048)",uint16,0,37
Point18,Na.tif,"(2048, 2048)",uint16,0,504
Point18,OX40.tif,"(2048, 2048)",uint16,0,21
Point18,P.tif,"(2048, 2048)",uint16,0,21
Point18,p53.tif,"(2048, 2048)",uint16,0,18
Point18,Pan-Keratin.tif,"(2048, 2048)",uint16,0,59
Point18,PD-L1.tif,"(2048, 2048)",uint16,0,7
Point18,PD1.tif,"(2048, 2048)",uint16,0,8
Point18,phospho-S6.tif,"(2048, 2048)",uint16,0,20
Point18,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point18,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point18,Si.tif,"(2048, 2048)",uint16,0,511
Point18,SMA.tif,"(2048, 2048)",uint16,0,38
Point18,Ta.tif,"(2048, 2048)",uint16,0,382
Point18,Vimentin.tif,"(2048, 2048)",uint16,0,106
Point19,Au.tif,"(2048, 2048)",uint16,0,454
Point19,B7H3.tif,"(2048, 2048)",uint16,0,7
Point19,Background.tif,"(2048, 2048)",uint16,0,32
Point19,Beta catenin.tif,"(2048, 2048)",uint16,0,16
Point19,C.tif,"(2048, 2048)",uint16,0,0
Point19,Ca.tif,"(2048, 2048)",uint16,0,509
Point19,CD11b.tif,"(2048, 2048)",uint16,0,6
Point19,CD11c.tif,"(2048, 2048)",uint16,0,12
Point19,CD138.tif,"(2048, 2048)",uint16,0,24
Point19,CD16.tif,"(2048, 2048)",uint16,0,25
Point19,CD163.tif,"(2048, 2048)",uint16,0,8
Point19,CD20.tif,"(2048, 2048)",uint16,0,21
Point19,CD209.tif,"(2048, 2048)",uint16,0,12
Point19,CD3.tif,"(2048, 2048)",uint16,0,6
Point19,CD31.tif,"(2048, 2048)",uint16,0,6
Point19,CD4.tif,"(2048, 2048)",uint16,0,7
Point19,CD45.tif,"(2048, 2048)",uint16,0,50
Point19,CD45RO.tif,"(2048, 2048)",uint16,0,8
Point19,CD56.tif,"(2048, 2048)",uint16,0,16
Point19,CD63.tif,"(2048, 2048)",uint16,0,19
Point19,CD68.tif,"(2048, 2048)",uint16,0,79
Point19,CD8.tif,"(2048, 2048)",uint16,0,5
Point19,CSF-1R.tif,"(2048, 2048)",uint16,0,10
Point19,dsDNA.tif,"(2048, 2048)",uint16,0,112
Point19,EGFR.tif,"(2048, 2048)",uint16,0,9
Point19,Fe.tif,"(2048, 2048)",uint16,0,509
Point19,FoxP3.tif,"(2048, 2048)",uint16,0,0
Point19,H3K27me3.tif,"(2048, 2048)",uint16,0,173
Point19,H3K9ac.tif,"(2048, 2048)",uint16,0,17
Point19,HLA-DR.tif,"(2048, 2048)",uint16,0,25
Point19,HLA_Class_1.tif,"(2048, 2048)",uint16,0,106
Point19,IDO.tif,"(2048, 2048)",uint16,0,4
Point19,Keratin17.tif,"(2048, 2048)",uint16,0,13
Point19,Keratin6.tif,"(2048, 2048)",uint16,0,62
Point19,Ki67.tif,"(2048, 2048)",uint16,0,16
Point19,Lag3.tif,"(2048, 2048)",uint16,0,0
Point19,MPO.tif,"(2048, 2048)",uint16,0,17
Point19,Na.tif,"(2048, 2048)",uint16,0,572
Point19,OX40.tif,"(2048, 2048)",uint16,0,4
Point19,P.tif,"(2048, 2048)",uint16,0,93
Point19,p53.tif,"(2048, 2048)",uint16,0,26
Point19,Pan-Keratin.tif,"(2048, 2048)",uint16,0,15
Point19,PD-L1.tif,"(2048, 2048)",uint16,0,3
Point19,PD1.tif,"(2048, 2048)",uint16,0,4
Point19,phospho-S6.tif,"(2048, 2048)",uint16,0,18
Point19,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point19,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point19,Si.tif,"(2048, 2048)",uint16,0,515
Point19,SMA.tif,"(2048, 2048)",uint16,0,47
Point19,Ta.tif,"(2048, 2048)",uint16,0,465
Point19,Vimentin.tif,"(2048, 2048)",uint16,0,99
Point2,Au.tif,"(2048, 2048)",uint16,0,300
Point2,B7H3.tif,"(2048, 2048)",uint16,0,0
Point2,Background.tif,"(2048, 2048)",uint16,0,46
Point2,Beta catenin.tif,"(2048, 2048)",uint16,0,16
Point2,C.tif,"(2048, 2048)",uint16,0,0
Point2,Ca.tif,"(2048, 2048)",uint16,0,513
Point2,CD11b.tif,"(2048, 2048)",uint16,0,20
Point2,CD11c.tif,"(2048, 2048)",uint16,0,9
Point2,CD138.tif,"(2048, 2048)",uint16,0,7
Point2,CD16.tif,"(2048, 2048)",uint16,0,38
Point2,CD163.tif,"(2048, 2048)",uint16,0,7
Point2,CD20.tif,"(2048, 2048)",uint16,0,19
Point2,CD209.tif,"(2048, 2048)",uint16,0,56
Point2,CD3.tif,"(2048, 2048)",uint16,0,6
Point2,CD31.tif,"(2048, 2048)",uint16,0,7
Point2,CD4.tif,"(2048, 2048)",uint16,0,5
Point2,CD45.tif,"(2048, 2048)",uint16,0,41
Point2,CD45RO.tif,"(2048, 2048)",uint16,0,19
Point2,CD56.tif,"(2048, 2048)",uint16,0,8
Point2,CD63.tif,"(2048, 2048)",uint16,0,13
Point2,CD68.tif,"(2048, 2048)",uint16,0,25
Point2,CD8.tif,"(2048, 2048)",uint16,0,24
Point2,CSF-1R.tif,"(2048, 2048)",uint16,0,14
Point2,dsDNA.tif,"(2048, 2048)",uint16,0,110
Point2,EGFR.tif,"(2048, 2048)",uint16,0,19
Point2,Fe.tif,"(2048, 2048)",uint16,0,463
Point2,FoxP3.tif,"(2048, 2048)",uint16,0,0
Point2,H3K27me3.tif,"(2048, 2048)",uint16,0,64
Point2,H3K9ac.tif,"(2048, 2048)",uint16,0,17
Point2,HLA-DR.tif,"(2048, 2048)",uint16,0,32
Point2,HLA_Class_1.tif,"(2048, 2048)",uint16,0,38
Point2,IDO.tif,"(2048, 2048)",uint16,0,12
Point2,Keratin17.tif,"(2048, 2048)",uint16,0,17
Point2,Keratin6.tif,"(2048, 2048)",uint16,0,93
Point2,Ki67.tif,"(2048, 2048)",uint16,0,14
Point2,Lag3.tif,"(2048, 2048)",uint16,0,5
Point2,MPO.tif,"(2048, 2048)",uint16,0,27
Point2,Na.tif,"(2048, 2048)",uint16,0,628
Point2,OX40.tif,"(2048, 2048)",uint16,0,4
Point2,P.tif,"(2048, 2048)",uint16,0,17
Point2,p53.tif,"(2048, 2048)",uint16,0,13
Point2,Pan-Keratin.tif,"(2048, 2048)",uint16,0,13
Point2,PD-L1.tif,"(2048, 2048)",uint16,0,10
Point2,PD1.tif,"(2048, 2048)",uint16,0,7
Point2,phospho-S6.tif,"(2048, 2048)",uint16,0,11
Point2,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point2,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point2,Si.tif,"(2048, 2048)",uint16,0,512
Point2,SMA.tif,"(2048, 2048)",uint16,0,38
Point2,Ta.tif,"(2048, 2048)",uint16,0,253
Point2,Vimentin.tif,"(2048, 2048)",uint16,0,101
Point20,Au.tif,"(2048, 2048)",uint16,0,417
Point20,B7H3.tif,"(2048, 2048)",uint16,0,6
Point20,Background.tif,"(2048, 2048)",uint16,0,34
Point20,Beta catenin.tif,"(2048, 2048)",uint16,0,17
Point20,C.tif,"(2048, 2048)",uint16,0,0
Point20,Ca.tif,"(2048, 2048)",uint16,0,469
Point20,CD11b.tif,"(2048, 2048)",uint16,0,6
Point20,CD11c.tif,"(2048, 2048)",uint16,0,15
Point20,CD138.tif,"(2048, 2048)",uint16,0,8
Point20,CD16.tif,"(2048, 2048)",uint16,0,43
Point20,CD163.tif,"(2048, 2048)",uint16,0,9
Point20,CD20.tif,"(2048, 2048)",uint16,0,23
Point20,CD209.tif,"(2048, 2048)",uint16,0,10
Point20,CD3.tif,"(2048, 2048)",uint16,0,8
Point20,CD31.tif,"(2048, 2048)",uint16,0,7
Point20,CD4.tif,"(2048, 2048)",uint16,0,6
Point20,CD45.tif,"(2048, 2048)",uint16,0,21
Point20,CD45RO.tif,"(2048, 2048)",uint16,0,11
Point20,CD56.tif,"(2048, 2048)",uint16,0,0
Point20,CD63.tif,"(2048, 2048)",uint16,0,21
Point20,CD68.tif,"(2048, 2048)",uint16,0,29
Point20,CD8.tif,"(2048, 2048)",uint16,0,24
Point20,CSF-1R.tif,"(2048, 2048)",uint16,0,11
Point20,dsDNA.tif,"(2048, 2048)",uint16,0,110
Point20,EGFR.tif,"(2048, 2048)",uint16,0,9
Point20,Fe.tif,"(2048, 2048)",uint16,0,490
Point20,FoxP3.tif,"(2048, 2048)",uint16,0,9
Point20,H3K27me3.tif,"(2048, 2048)",uint16,0,84
Point20,H3K9ac.tif,"(2048, 2048)",uint16,0,29
Point20,HLA-DR.tif,"(2048, 2048)",uint16,0,60
Point20,HLA_Class_1.tif,"(2048, 2048)",uint16,0,36
Point20,IDO.tif,"(2048, 2048)",uint16,0,14
Point20,Keratin17.tif,"(2048, 2048)",uint16,0,23
Point20,Keratin6.tif,"(2048, 2048)",uint16,0,71
Point20,Ki67.tif,"(2048, 2048)",uint16,0,33
Point20,Lag3.tif,"(2048, 2048)",uint16,0,11
Point20,MPO.tif,"(2048, 2048)",uint16,0,119
Point20,Na.tif,"(2048, 2048)",uint16,0,508
Point20,OX40.tif,"(2048, 2048)",uint16,0,41
Point20,P.tif,"(2048, 2048)",uint16,0,20
Point20,p53.tif,"(2048, 2048)",uint16,0,24
Point20,Pan-Keratin.tif,"(2048, 2048)",uint16,0,20
Point20,PD-L1.tif,"(2048, 2048)",uint16,0,15
Point20,PD1.tif,"(2048, 2048)",uint16,0,9
Point20,phospho-S6.tif,"(2048, 2048)",uint16,0,14
Point20,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point20,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point20,Si.tif,"(2048, 2048)",uint16,0,503
Point20,SMA.tif,"(2048, 2048)",uint16,0,21
Point20,Ta.tif,"(2048, 2048)",uint16,0,392
Point20,Vimentin.tif,"(2048, 2048)",uint16,0,68
Point21,Au.tif,"(2048, 2048)",uint16,0,355
Point21,B7H3.tif,"(2048, 2048)",uint16,0,0
Point21,Background.tif,"(2048, 2048)",uint16,0,29
Point21,Beta catenin.tif,"(2048, 2048)",uint16,0,12
Point21,C.tif,"(2048, 2048)",uint16,0,0
Point21,Ca.tif,"(2048, 2048)",uint16,0,335
Point21,CD11b.tif,"(2048, 2048)",uint16,0,19
Point21,CD11c.tif,"(2048, 2048)",uint16,0,10
Point21,CD138.tif,"(2048, 2048)",uint16,0,22
Point21,CD16.tif,"(2048, 2048)",uint16,0,27
Point21,CD163.tif,"(2048, 2048)",uint16,0,8
Point21,CD20.tif,"(2048, 2048)",uint16,0,10
Point21,CD209.tif,"(2048, 2048)",uint16,0,10
Point21,CD3.tif,"(2048, 2048)",uint16,0,5
Point21,CD31.tif,"(2048, 2048)",uint16,0,4
Point21,CD4.tif,"(2048, 2048)",uint16,0,6
Point21,CD45.tif,"(2048, 2048)",uint16,0,25
Point21,CD45RO.tif,"(2048, 2048)",uint16,0,28
Point21,CD56.tif,"(2048, 2048)",uint16,0,8
Point21,CD63.tif,"(2048, 2048)",uint16,0,33
Point21,CD68.tif,"(2048, 2048)",uint16,0,24
Point21,CD8.tif,"(2048, 2048)",uint16,0,10
Point21,CSF-1R.tif,"(2048, 2048)",uint16,0,14
Point21,dsDNA.tif,"(2048, 2048)",uint16,0,158
Point21,EGFR.tif,"(2048, 2048)",uint16,0,7
Point21,Fe.tif,"(2048, 2048)",uint16,0,510
Point21,FoxP3.tif,"(2048, 2048)",uint16,0,4
Point21,H3K27me3.tif,"(2048, 2048)",uint16,0,64
Point21,H3K9ac.tif,"(2048, 2048)",uint16,0,41
Point21,HLA-DR.tif,"(2048, 2048)",uint16,0,46
Point21,HLA_Class_1.tif,"(2048, 2048)",uint16,0,34
Point21,IDO.tif,"(2048, 2048)",uint16,0,7
Point21,Keratin17.tif,"(2048, 2048)",uint16,0,35
Point21,Keratin6.tif,"(2048, 2048)",uint16,0,97
Point21,Ki67.tif,"(2048, 2048)",uint16,0,13
Point21,Lag3.tif,"(2048, 2048)",uint16,0,3
Point21,MPO.tif,"(2048, 2048)",uint16,0,82
Point21,Na.tif,"(2048, 2048)",uint16,0,446
Point21,OX40.tif,"(2048, 2048)",uint16,0,4
Point21,P.tif,"(2048, 2048)",uint16,0,45
Point21,p53.tif,"(2048, 2048)",uint16,0,18
Point21,Pan-Keratin.tif,"(2048, 2048)",uint16,0,55
Point21,PD-L1.tif,"(2048, 2048)",uint16,0,5
Point21,PD1.tif,"(2048, 2048)",uint16,0,5
Point21,phospho-S6.tif,"(2048, 2048)",uint16,0,28
Point21,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point21,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point21,Si.tif,"(2048, 2048)",uint16,0,504
Point21,SMA.tif,"(2048, 2048)",uint16,0,136
Point21,Ta.tif,"(2048, 2048)",uint16,0,330
Point21,Vimentin.tif,"(2048, 2048)",uint16,0,100
Point22,Au.tif,"(2048, 2048)",uint16,0,436
Point22,B7H3.tif,"(2048, 2048)",uint16,0,0
Point22,Background.tif,"(2048, 2048)",uint16,0,44
Point22,Beta catenin.tif,"(2048, 2048)",uint16,0,13
Point22,C.tif,"(2048, 2048)",uint16,0,0
Point22,Ca.tif,"(2048, 2048)",uint16,0,505
Point22,CD11b.tif,"(2048, 2048)",uint16,0,9
Point22,CD11c.tif,"(2048, 2048)",uint16,0,23
Point22,CD138.tif,"(2048, 2048)",uint16,0,19
Point22,CD16.tif,"(2048, 2048)",uint16,0,21
Point22,CD163.tif,"(2048, 2048)",uint16,0,8
Point22,CD20.tif,"(2048, 2048)",uint16,0,6
Point22,CD209.tif,"(2048, 2048)",uint16,0,13
Point22,CD3.tif,"(2048, 2048)",uint16,0,5
Point22,CD31.tif,"(2048, 2048)",uint16,0,4
Point22,CD4.tif,"(2048, 2048)",uint16,0,6
Point22,CD45.tif,"(2048, 2048)",uint16,0,20
Point22,CD45RO.tif,"(2048, 2048)",uint16,0,15
Point22,CD56.tif,"(2048, 2048)",uint16,0,0
Point22,CD63.tif,"(2048, 2048)",uint16,0,175
Point22,CD68.tif,"(2048, 2048)",uint16,0,35
Point22,CD8.tif,"(2048, 2048)",uint16,0,10
Point22,CSF-1R.tif,"(2048, 2048)",uint16,0,10
Point22,dsDNA.tif,"(2048, 2048)",uint16,0,166
Point22,EGFR.tif,"(2048, 2048)",uint16,0,10
Point22,Fe.tif,"(2048, 2048)",uint16,0,505
Point22,FoxP3.tif,"(2048, 2048)",uint16,0,9
Point22,H3K27me3.tif,"(2048, 2048)",uint16,0,132
Point22,H3K9ac.tif,"(2048, 2048)",uint16,0,42
Point22,HLA-DR.tif,"(2048, 2048)",uint16,0,29
Point22,HLA_Class_1.tif,"(2048, 2048)",uint16,0,40
Point22,IDO.tif,"(2048, 2048)",uint16,0,4
Point22,Keratin17.tif,"(2048, 2048)",uint16,0,19
Point22,Keratin6.tif,"(2048, 2048)",uint16,0,51
Point22,Ki67.tif,"(2048, 2048)",uint16,0,19
Point22,Lag3.tif,"(2048, 2048)",uint16,0,0
Point22,MPO.tif,"(2048, 2048)",uint16,0,18
Point22,Na.tif,"(2048, 2048)",uint16,0,572
Point22,OX40.tif,"(2048, 2048)",uint16,0,0
Point22,P.tif,"(2048, 2048)",uint16,0,62
Point22,p53.tif,"(2048, 2048)",uint16,0,24
Point22,Pan-Keratin.tif,"(2048, 2048)",uint16,0,40
Point22,PD-L1.tif,"(2048, 2048)",uint16,0,9
Point22,PD1.tif,"(2048, 2048)",uint16,0,15
Point22,phospho-S6.tif,"(2048, 2048)",uint16,0,13
Point22,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point22,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point22,Si.tif,"(2048, 2048)",uint16,0,516
Point22,SMA.tif,"(2048, 2048)",uint16,0,45
Point22,Ta.tif,"(2048, 2048)",uint16,0,393
Point22,Vimentin.tif,"(2048, 2048)",uint16,0,41
Point23,Au.tif,"(2048, 2048)",uint16,0,422
Point23,B7H3.tif,"(2048, 2048)",uint16,0,0
Point23,Background.tif,"(2048, 2048)",uint16,0,24
Point23,Beta catenin.tif,"(2048, 2048)",uint16,0,15
Point23,C.tif,"(2048, 2048)",uint16,0,0
Point23,Ca.tif,"(2048, 2048)",uint16,0,506
Point23,CD11b.tif,"(2048, 2048)",uint16,0,7
Point23,CD11c.tif,"(2048, 2048)",uint16,0,27
Point23,CD138.tif,"(2048, 2048)",uint16,0,59
Point23,CD16.tif,"(2048, 2048)",uint16,0,20
Point23,CD163.tif,"(2048, 2048)",uint16,0,4
Point23,CD20.tif,"(2048, 2048)",uint16,0,25
Point23,CD209.tif,"(2048, 2048)",uint16,0,5
Point23,CD3.tif,"(2048, 2048)",uint16,0,8
Point23,CD31.tif,"(2048, 2048)",uint16,0,9
Point23,CD4.tif,"(2048, 2048)",uint16,0,5
Point23,CD45.tif,"(2048, 2048)",uint16,0,31
Point23,CD45RO.tif,"(2048, 2048)",uint16,0,14
Point23,CD56.tif,"(2048, 2048)",uint16,0,10
Point23,CD63.tif,"(2048, 2048)",uint16,0,12
Point23,CD68.tif,"(2048, 2048)",uint16,0,43
Point23,CD8.tif,"(2048, 2048)",uint16,0,19
Point23,CSF-1R.tif,"(2048, 2048)",uint16,0,11
Point23,dsDNA.tif,"(2048, 2048)",uint16,0,64
Point23,EGFR.tif,"(2048, 2048)",uint16,0,8
Point23,Fe.tif,"(2048, 2048)",uint16,0,506
Point23,FoxP3.tif,"(2048, 2048)",uint16,0,4
Point23,H3K27me3.tif,"(2048, 2048)",uint16,0,101
Point23,H3K9ac.tif,"(2048, 2048)",uint16,0,23
Point23,HLA-DR.tif,"(2048, 2048)",uint16,0,70
Point23,HLA_Class_1.tif,"(2048, 2048)",uint16,0,35
Point23,IDO.tif,"(2048, 2048)",uint16,0,8
Point23,Keratin17.tif,"(2048, 2048)",uint16,0,22
Point23,Keratin6.tif,"(2048, 2048)",uint16,0,78
Point23,Ki67.tif,"(2048, 2048)",uint16,0,19
Point23,Lag3.tif,"(2048, 2048)",uint16,0,13
Point23,MPO.tif,"(2048, 2048)",uint16,0,21
Point23,Na.tif,"(2048, 2048)",uint16,0,533
Point23,OX40.tif,"(2048, 2048)",uint16,0,7
Point23,P.tif,"(2048, 2048)",uint16,0,19
Point23,p53.tif,"(2048, 2048)",uint16,0,14
Point23,Pan-Keratin.tif,"(2048, 2048)",uint16,0,60
Point23,PD-L1.tif,"(2048, 2048)",uint16,0,7
Point23,PD1.tif,"(2048, 2048)",uint16,0,5
Point23,phospho-S6.tif,"(2048, 2048)",uint16,0,22
Point23,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point23,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point23,Si.tif,"(2048, 2048)",uint16,0,510
Point23,SMA.tif,"(2048, 2048)",uint16,0,61
Point23,Ta.tif,"(2048, 2048)",uint16,0,402
Point23,Vimentin.tif,"(2048, 2048)",uint16,0,175
Point24,Au.tif,"(2048, 2048)",uint16,0,396
Point24,B7H3.tif,"(2048, 2048)",uint16,0,4
Point24,Background.tif,"(2048, 2048)",uint16,0,56
Point24,Beta catenin.tif,"(2048, 2048)",uint16,0,22
Point24,C.tif,"(2048, 2048)",uint16,0,0
Point24,Ca.tif,"(2048, 2048)",uint16,0,505
Point24,CD11b.tif,"(2048, 2048)",uint16,0,12
Point24,CD11c.tif,"(2048, 2048)",uint16,0,11
Point24,CD138.tif,"(2048, 2048)",uint16,0,27
Point24,CD16.tif,"(2048, 2048)",uint16,0,41
Point24,CD163.tif,"(2048, 2048)",uint16,0,18
Point24,CD20.tif,"(2048, 2048)",uint16,0,45
Point24,CD209.tif,"(2048, 2048)",uint16,0,7
Point24,CD3.tif,"(2048, 2048)",uint16,0,5
Point24,CD31.tif,"(2048, 2048)",uint16,0,5
Point24,CD4.tif,"(2048, 2048)",uint16,0,6
Point24,CD45.tif,"(2048, 2048)",uint16,0,22
