Ponto,Arquivo,Shape,Dtype,Min,Max
Point24,CD45RO.tif,"(2048, 2048)",uint16,0,8
Point24,CD56.tif,"(2048, 2048)",uint16,0,0
Point24,CD63.tif,"(2048, 2048)",uint16,0,20
Point24,CD68.tif,"(2048, 2048)",uint16,0,19
Point24,CD8.tif,"(2048, 2048)",uint16,0,13
Point24,CSF-1R.tif,"(2048, 2048)",uint16,0,10
Point24,dsDNA.tif,"(2048, 2048)",uint16,0,101
Point24,EGFR.tif,"(2048, 2048)",uint16,0,6
Point24,Fe.tif,"(2048, 2048)",uint16,0,503
Point24,FoxP3.tif,"(2048, 2048)",uint16,0,14
Point24,H3K27me3.tif,"(2048, 2048)",uint16,0,152
Point24,H3K9ac.tif,"(2048, 2048)",uint16,0,34
Point24,HLA-DR.tif,"(2048, 2048)",uint16,0,32
Point24,HLA_Class_1.tif,"(2048, 2048)",uint16,0,29
Point24,IDO.tif,"(2048, 2048)",uint16,0,6
Point24,Keratin17.tif,"(2048, 2048)",uint16,0,63
Point24,Keratin6.tif,"(2048, 2048)",uint16,0,132
Point24,Ki67.tif,"(2048, 2048)",uint16,0,27
Point24,Lag3.tif,"(2048, 2048)",uint16,0,4
Point24,MPO.tif,"(2048, 2048)",uint16,0,73
Point24,Na.tif,"(2048, 2048)",uint16,0,580
Point24,OX40.tif,"(2048, 2048)",uint16,0,14
Point24,P.tif,"(2048, 2048)",uint16,0,118
Point24,p53.tif,"(2048, 2048)",uint16,0,23
Point24,Pan-Keratin.tif,"(2048, 2048)",uint16,0,70
Point24,PD-L1.tif,"(2048, 2048)",uint16,0,3
Point24,PD1.tif,"(2048, 2048)",uint16,0,10
Point24,phospho-S6.tif,"(2048, 2048)",uint16,0,27
Point24,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point24,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point24,Si.tif,"(2048, 2048)",uint16,0,515
Point24,SMA.tif,"(2048, 2048)",uint16,0,41
Point24,Ta.tif,"(2048, 2048)",uint16,0,383
Point24,Vimentin.tif,"(2048, 2048)",uint16,0,213
Point25,Au.tif,"(2048, 2048)",uint16,0,479
Point25,B7H3.tif,"(2048, 2048)",uint16,0,7
Point25,Background.tif,"(2048, 2048)",uint16,0,12
Point25,Beta catenin.tif,"(2048, 2048)",uint16,0,20
Point25,C.tif,"(2048, 2048)",uint16,0,0
Point25,Ca.tif,"(2048, 2048)",uint16,0,483
Point25,CD11b.tif,"(2048, 2048)",uint16,0,8
Point25,CD11c.tif,"(2048, 2048)",uint16,0,13
Point25,CD138.tif,"(2048, 2048)",uint16,0,20
Point25,CD16.tif,"(2048, 2048)",uint16,0,31
Point25,CD163.tif,"(2048, 2048)",uint16,0,0
Point25,CD20.tif,"(2048, 2048)",uint16,0,0
Point25,CD209.tif,"(2048, 2048)",uint16,0,4
Point25,CD3.tif,"(2048, 2048)",uint16,0,5
Point25,CD31.tif,"(2048, 2048)",uint16,0,5
Point25,CD4.tif,"(2048, 2048)",uint16,0,6
Point25,CD45.tif,"(2048, 2048)",uint16,0,27
Point25,CD45RO.tif,"(2048, 2048)",uint16,0,9
Point25,CD56.tif,"(2048, 2048)",uint16,0,5
Point25,CD63.tif,"(2048, 2048)",uint16,0,20
Point25,CD68.tif,"(2048, 2048)",uint16,0,17
Point25,CD8.tif,"(2048, 2048)",uint16,0,15
Point25,CSF-1R.tif,"(2048, 2048)",uint16,0,10
Point25,dsDNA.tif,"(2048, 2048)",uint16,0,122
Point25,EGFR.tif,"(2048, 2048)",uint16,0,13
Point25,Fe.tif,"(2048, 2048)",uint16,0,507
Point25,FoxP3.tif,"(2048, 2048)",uint16,0,4
Point25,H3K27me3.tif,"(2048, 2048)",uint16,0,87
Point25,H3K9ac.tif,"(2048, 2048)",uint16,0,26
Point25,HLA-DR.tif,"(2048, 2048)",uint16,0,74
Point25,HLA_Class_1.tif,"(2048, 2048)",uint16,0,29
Point25,IDO.tif,"(2048, 2048)",uint16,0,6
Point25,Keratin17.tif,"(2048, 2048)",uint16,0,80
Point25,Keratin6.tif,"(2048, 2048)",uint16,0,89
Point25,Ki67.tif,"(2048, 2048)",uint16,0,10
Point25,Lag3.tif,"(2048, 2048)",uint16,0,5
Point25,MPO.tif,"(2048, 2048)",uint16,0,41
Point25,Na.tif,"(2048, 2048)",uint16,0,522
Point25,OX40.tif,"(2048, 2048)",uint16,0,13
Point25,P.tif,"(2048, 2048)",uint16,0,51
Point25,p53.tif,"(2048, 2048)",uint16,0,18
Point25,Pan-Keratin.tif,"(2048, 2048)",uint16,0,34
Point25,PD-L1.tif,"(2048, 2048)",uint16,0,5
Point25,PD1.tif,"(2048, 2048)",uint16,0,9
Point25,phospho-S6.tif,"(2048, 2048)",uint16,0,18
Point25,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point25,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point25,Si.tif,"(2048, 2048)",uint16,0,512
Point25,SMA.tif,"(2048, 2048)",uint16,0,37
Point25,Ta.tif,"(2048, 2048)",uint16,0,425
Point25,Vimentin.tif,"(2048, 2048)",uint16,0,143
Point26,Au.tif,"(2048, 2048)",uint16,0,451
Point26,B7H3.tif,"(2048, 2048)",uint16,0,27
Point26,Background.tif,"(2048, 2048)",uint16,0,40
Point26,Beta catenin.tif,"(2048, 2048)",uint16,0,15
Point26,C.tif,"(2048, 2048)",uint16,0,0
Point26,Ca.tif,"(2048, 2048)",uint16,0,492
Point26,CD11b.tif,"(2048, 2048)",uint16,0,7
Point26,CD11c.tif,"(2048, 2048)",uint16,0,13
Point26,CD138.tif,"(2048, 2048)",uint16,0,21
Point26,CD16.tif,"(2048, 2048)",uint16,0,16
Point26,CD163.tif,"(2048, 2048)",uint16,0,0
Point26,CD20.tif,"(2048, 2048)",uint16,0,0
Point26,CD209.tif,"(2048, 2048)",uint16,0,3
Point26,CD3.tif,"(2048, 2048)",uint16,0,4
Point26,CD31.tif,"(2048, 2048)",uint16,0,5
Point26,CD4.tif,"(2048, 2048)",uint16,0,5
Point26,CD45.tif,"(2048, 2048)",uint16,0,14
Point26,CD45RO.tif,"(2048, 2048)",uint16,0,17
Point26,CD56.tif,"(2048, 2048)",uint16,0,0
Point26,CD63.tif,"(2048, 2048)",uint16,0,18
Point26,CD68.tif,"(2048, 2048)",uint16,0,30
Point26,CD8.tif,"(2048, 2048)",uint16,0,4
Point26,CSF-1R.tif,"(2048, 2048)",uint16,0,10
Point26,dsDNA.tif,"(2048, 2048)",uint16,0,134
Point26,EGFR.tif,"(2048, 2048)",uint16,0,4
Point26,Fe.tif,"(2048, 2048)",uint16,0,497
Point26,FoxP3.tif,"(2048, 2048)",uint16,0,0
Point26,H3K27me3.tif,"(2048, 2048)",uint16,0,204
Point26,H3K9ac.tif,"(2048, 2048)",uint16,0,32
Point26,HLA-DR.tif,"(2048, 2048)",uint16,0,27
Point26,HLA_Class_1.tif,"(2048, 2048)",uint16,0,22
Point26,IDO.tif,"(2048, 2048)",uint16,0,0
Point26,Keratin17.tif,"(2048, 2048)",uint16,0,8
Point26,Keratin6.tif,"(2048, 2048)",uint16,0,44
Point26,Ki67.tif,"(2048, 2048)",uint16,0,13
Point26,Lag3.tif,"(2048, 2048)",uint16,0,0
Point26,MPO.tif,"(2048, 2048)",uint16,0,67
Point26,Na.tif,"(2048, 2048)",uint16,0,530
Point26,OX40.tif,"(2048, 2048)",uint16,0,0
Point26,P.tif,"(2048, 2048)",uint16,0,112
Point26,p53.tif,"(2048, 2048)",uint16,0,24
Point26,Pan-Keratin.tif,"(2048, 2048)",uint16,0,58
Point26,PD-L1.tif,"(2048, 2048)",uint16,0,5
Point26,PD1.tif,"(2048, 2048)",uint16,0,5
Point26,phospho-S6.tif,"(2048, 2048)",uint16,0,17
Point26,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point26,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point26,Si.tif,"(2048, 2048)",uint16,0,514
Point26,SMA.tif,"(2048, 2048)",uint16,0,58
Point26,Ta.tif,"(2048, 2048)",uint16,0,426
Point26,Vimentin.tif,"(2048, 2048)",uint16,0,72
Point27,Au.tif,"(2048, 2048)",uint16,0,414
Point27,B7H3.tif,"(2048, 2048)",uint16,0,6
Point27,Background.tif,"(2048, 2048)",uint16,0,23
Point27,Beta catenin.tif,"(2048, 2048)",uint16,0,15
Point27,C.tif,"(2048, 2048)",uint16,0,0
Point27,Ca.tif,"(2048, 2048)",uint16,0,479
Point27,CD11b.tif,"(2048, 2048)",uint16,0,6
Point27,CD11c.tif,"(2048, 2048)",uint16,0,28
Point27,CD138.tif,"(2048, 2048)",uint16,0,37
Point27,CD16.tif,"(2048, 2048)",uint16,0,27
Point27,CD163.tif,"(2048, 2048)",uint16,0,15
Point27,CD20.tif,"(2048, 2048)",uint16,0,8
Point27,CD209.tif,"(2048, 2048)",uint16,0,10
Point27,CD3.tif,"(2048, 2048)",uint16,0,8
Point27,CD31.tif,"(2048, 2048)",uint16,0,9
Point27,CD4.tif,"(2048, 2048)",uint16,0,6
Point27,CD45.tif,"(2048, 2048)",uint16,0,31
Point27,CD45RO.tif,"(2048, 2048)",uint16,0,15
Point27,CD56.tif,"(2048, 2048)",uint16,0,8
Point27,CD63.tif,"(2048, 2048)",uint16,0,46
Point27,CD68.tif,"(2048, 2048)",uint16,0,19
Point27,CD8.tif,"(2048, 2048)",uint16,0,23
Point27,CSF-1R.tif,"(2048, 2048)",uint16,0,15
Point27,dsDNA.tif,"(2048, 2048)",uint16,0,128
Point27,EGFR.tif,"(2048, 2048)",uint16,0,8
Point27,Fe.tif,"(2048, 2048)",uint16,0,507
Point27,FoxP3.tif,"(2048, 2048)",uint16,0,3
Point27,H3K27me3.tif,"(2048, 2048)",uint16,0,91
Point27,H3K9ac.tif,"(2048, 2048)",uint16,0,30
Point27,HLA-DR.tif,"(2048, 2048)",uint16,0,55
Point27,HLA_Class_1.tif,"(2048, 2048)",uint16,0,74
Point27,IDO.tif,"(2048, 2048)",uint16,0,11
Point27,Keratin17.tif,"(2048, 2048)",uint16,0,9
Point27,Keratin6.tif,"(2048, 2048)",uint16,0,103
Point27,Ki67.tif,"(2048, 2048)",uint16,0,26
Point27,Lag3.tif,"(2048, 2048)",uint16,0,4
Point27,MPO.tif,"(2048, 2048)",uint16,0,32
Point27,Na.tif,"(2048, 2048)",uint16,0,536
Point27,OX40.tif,"(2048, 2048)",uint16,0,8
Point27,P.tif,"(2048, 2048)",uint16,0,21
Point27,p53.tif,"(2048, 2048)",uint16,0,24
Point27,Pan-Keratin.tif,"(2048, 2048)",uint16,0,55
Point27,PD-L1.tif,"(2048, 2048)",uint16,0,8
Point27,PD1.tif,"(2048, 2048)",uint16,0,8
Point27,phospho-S6.tif,"(2048, 2048)",uint16,0,20
Point27,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point27,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point27,Si.tif,"(2048, 2048)",uint16,0,510
Point27,SMA.tif,"(2048, 2048)",uint16,0,86
Point27,Ta.tif,"(2048, 2048)",uint16,0,393
Point27,Vimentin.tif,"(2048, 2048)",uint16,0,115
Point28,Au.tif,"(2048, 2048)",uint16,0,460
Point28,B7H3.tif,"(2048, 2048)",uint16,0,34
Point28,Background.tif,"(2048, 2048)",uint16,0,46
Point28,Beta catenin.tif,"(2048, 2048)",uint16,0,21
Point28,C.tif,"(2048, 2048)",uint16,0,0
Point28,Ca.tif,"(2048, 2048)",uint16,0,509
Point28,CD11b.tif,"(2048, 2048)",uint16,0,10
Point28,CD11c.tif,"(2048, 2048)",uint16,0,42
Point28,CD138.tif,"(2048, 2048)",uint16,0,25
Point28,CD16.tif,"(2048, 2048)",uint16,0,28
Point28,CD163.tif,"(2048, 2048)",uint16,0,22
Point28,CD20.tif,"(2048, 2048)",uint16,0,72
Point28,CD209.tif,"(2048, 2048)",uint16,0,23
Point28,CD3.tif,"(2048, 2048)",uint16,0,12
Point28,CD31.tif,"(2048, 2048)",uint16,0,9
Point28,CD4.tif,"(2048, 2048)",uint16,0,14
Point28,CD45.tif,"(2048, 2048)",uint16,0,46
Point28,CD45RO.tif,"(2048, 2048)",uint16,0,22
Point28,CD56.tif,"(2048, 2048)",uint16,0,10
Point28,CD63.tif,"(2048, 2048)",uint16,0,51
Point28,CD68.tif,"(2048, 2048)",uint16,0,103
Point28,CD8.tif,"(2048, 2048)",uint16,0,21
Point28,CSF-1R.tif,"(2048, 2048)",uint16,0,19
Point28,dsDNA.tif,"(2048, 2048)",uint16,0,175
Point28,EGFR.tif,"(2048, 2048)",uint16,0,23
Point28,Fe.tif,"(2048, 2048)",uint16,0,496
Point28,FoxP3.tif,"(2048, 2048)",uint16,0,7
Point28,H3K27me3.tif,"(2048, 2048)",uint16,0,118
Point28,H3K9ac.tif,"(2048, 2048)",uint16,0,39
Point28,HLA-DR.tif,"(2048, 2048)",uint16,0,65
Point28,HLA_Class_1.tif,"(2048, 2048)",uint16,0,63
Point28,IDO.tif,"(2048, 2048)",uint16,0,22
Point28,Keratin17.tif,"(2048, 2048)",uint16,0,34
Point28,Keratin6.tif,"(2048, 2048)",uint16,0,61
Point28,Ki67.tif,"(2048, 2048)",uint16,0,14
Point28,Lag3.tif,"(2048, 2048)",uint16,0,7
Point28,MPO.tif,"(2048, 2048)",uint16,0,91
Point28,Na.tif,"(2048, 2048)",uint16,0,555
Point28,OX40.tif,"(2048, 2048)",uint16,0,9
Point28,P.tif,"(2048, 2048)",uint16,0,68
Point28,p53.tif,"(2048, 2048)",uint16,0,21
Point28,Pan-Keratin.tif,"(2048, 2048)",uint16,0,59
Point28,PD-L1.tif,"(2048, 2048)",uint16,0,6
Point28,PD1.tif,"(2048, 2048)",uint16,0,23
Point28,phospho-S6.tif,"(2048, 2048)",uint16,0,41
Point28,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point28,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point28,Si.tif,"(2048, 2048)",uint16,0,517
Point28,SMA.tif,"(2048, 2048)",uint16,0,137
Point28,Ta.tif,"(2048, 2048)",uint16,0,423
Point28,Vimentin.tif,"(2048, 2048)",uint16,0,162
Point29,Au.tif,"(2048, 2048)",uint16,0,387
Point29,B7H3.tif,"(2048, 2048)",uint16,0,0
Point29,Background.tif,"(2048, 2048)",uint16,0,11
Point29,Beta catenin.tif,"(2048, 2048)",uint16,0,26
Point29,C.tif,"(2048, 2048)",uint16,0,0
Point29,Ca.tif,"(2048, 2048)",uint16,0,318
Point29,CD11b.tif,"(2048, 2048)",uint16,0,9
Point29,CD11c.tif,"(2048, 2048)",uint16,0,18
Point29,CD138.tif,"(2048, 2048)",uint16,0,40
Point29,CD16.tif,"(2048, 2048)",uint16,0,37
Point29,CD163.tif,"(2048, 2048)",uint16,0,9
Point29,CD20.tif,"(2048, 2048)",uint16,0,26
Point29,CD209.tif,"(2048, 2048)",uint16,0,6
Point29,CD3.tif,"(2048, 2048)",uint16,0,10
Point29,CD31.tif,"(2048, 2048)",uint16,0,5
Point29,CD4.tif,"(2048, 2048)",uint16,0,8
Point29,CD45.tif,"(2048, 2048)",uint16,0,30
Point29,CD45RO.tif,"(2048, 2048)",uint16,0,13
Point29,CD56.tif,"(2048, 2048)",uint16,0,5
Point29,CD63.tif,"(2048, 2048)",uint16,0,33
Point29,CD68.tif,"(2048, 2048)",uint16,0,74
Point29,CD8.tif,"(2048, 2048)",uint16,0,36
Point29,CSF-1R.tif,"(2048, 2048)",uint16,0,8
Point29,dsDNA.tif,"(2048, 2048)",uint16,0,102
Point29,EGFR.tif,"(2048, 2048)",uint16,0,9
Point29,Fe.tif,"(2048, 2048)",uint16,0,506
Point29,FoxP3.tif,"(2048, 2048)",uint16,0,6
Point29,H3K27me3.tif,"(2048, 2048)",uint16,0,152
Point29,H3K9ac.tif,"(2048, 2048)",uint16,0,42
Point29,HLA-DR.tif,"(2048, 2048)",uint16,0,51
Point29,HLA_Class_1.tif,"(2048, 2048)",uint16,0,66
Point29,IDO.tif,"(2048, 2048)",uint16,0,14
Point29,Keratin17.tif,"(2048, 2048)",uint16,0,39
Point29,Keratin6.tif,"(2048, 2048)",uint16,0,53
Point29,Ki67.tif,"(2048, 2048)",uint16,0,31
Point29,Lag3.tif,"(2048, 2048)",uint16,0,13
Point29,MPO.tif,"(2048, 2048)",uint16,0,53
Point29,Na.tif,"(2048, 2048)",uint16,0,496
Point29,OX40.tif,"(2048, 2048)",uint16,0,8
Point29,P.tif,"(2048, 2048)",uint16,0,22
Point29,p53.tif,"(2048, 2048)",uint16,0,25
Point29,Pan-Keratin.tif,"(2048, 2048)",uint16,0,54
Point29,PD-L1.tif,"(2048, 2048)",uint16,0,7
Point29,PD1.tif,"(2048, 2048)",uint16,0,9
Point29,phospho-S6.tif,"(2048, 2048)",uint16,0,49
Point29,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point29,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point29,Si.tif,"(2048, 2048)",uint16,0,506
Point29,SMA.tif,"(2048, 2048)",uint16,0,100
Point29,Ta.tif,"(2048, 2048)",uint16,0,356
Point29,Vimentin.tif,"(2048, 2048)",uint16,0,222
Point3,Au.tif,"(2048, 2048)",uint16,0,201
Point3,B7H3.tif,"(2048, 2048)",uint16,0,0
Point3,Background.tif,"(2048, 2048)",uint16,0,32
Point3,Beta catenin.tif,"(2048, 2048)",uint16,0,15
Point3,C.tif,"(2048, 2048)",uint16,0,0
Point3,Ca.tif,"(2048, 2048)",uint16,0,517
Point3,CD11b.tif,"(2048, 2048)",uint16,0,37
Point3,CD11c.tif,"(2048, 2048)",uint16,0,14
Point3,CD138.tif,"(2048, 2048)",uint16,0,25
Point3,CD16.tif,"(2048, 2048)",uint16,0,14
Point3,CD163.tif,"(2048, 2048)",uint16,0,34
Point3,CD20.tif,"(2048, 2048)",uint16,0,50
Point3,CD209.tif,"(2048, 2048)",uint16,0,73
Point3,CD3.tif,"(2048, 2048)",uint16,0,15
Point3,CD31.tif,"(2048, 2048)",uint16,0,6
Point3,CD4.tif,"(2048, 2048)",uint16,0,8
Point3,CD45.tif,"(2048, 2048)",uint16,0,30
Point3,CD45RO.tif,"(2048, 2048)",uint16,0,12
Point3,CD56.tif,"(2048, 2048)",uint16,0,8
Point3,CD63.tif,"(2048, 2048)",uint16,0,41
Point3,CD68.tif,"(2048, 2048)",uint16,0,33
Point3,CD8.tif,"(2048, 2048)",uint16,0,16
Point3,CSF-1R.tif,"(2048, 2048)",uint16,0,12
Point3,dsDNA.tif,"(2048, 2048)",uint16,0,100
Point3,EGFR.tif,"(2048, 2048)",uint16,0,4
Point3,Fe.tif,"(2048, 2048)",uint16,0,483
Point3,FoxP3.tif,"(2048, 2048)",uint16,0,4
Point3,H3K27me3.tif,"(2048, 2048)",uint16,0,73
Point3,H3K9ac.tif,"(2048, 2048)",uint16,0,34
Point3,HLA-DR.tif,"(2048, 2048)",uint16,0,39
Point3,HLA_Class_1.tif,"(2048, 2048)",uint16,0,33
Point3,IDO.tif,"(2048, 2048)",uint16,0,10
Point3,Keratin17.tif,"(2048, 2048)",uint16,0,9
Point3,Keratin6.tif,"(2048, 2048)",uint16,0,27
Point3,Ki67.tif,"(2048, 2048)",uint16,0,10
Point3,Lag3.tif,"(2048, 2048)",uint16,0,14
Point3,MPO.tif,"(2048, 2048)",uint16,0,42
Point3,Na.tif,"(2048, 2048)",uint16,0,610
Point3,OX40.tif,"(2048, 2048)",uint16,0,6
Point3,P.tif,"(2048, 2048)",uint16,0,22
Point3,p53.tif,"(2048, 2048)",uint16,0,8
Point3,Pan-Keratin.tif,"(2048, 2048)",uint16,0,37
Point3,PD-L1.tif,"(2048, 2048)",uint16,0,5
Point3,PD1.tif,"(2048, 2048)",uint16,0,8
Point3,phospho-S6.tif,"(2048, 2048)",uint16,0,27
Point3,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point3,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point3,Si.tif,"(2048, 2048)",uint16,0,511
Point3,SMA.tif,"(2048, 2048)",uint16,0,89
Point3,Ta.tif,"(2048, 2048)",uint16,0,180
Point3,Vimentin.tif,"(2048, 2048)",uint16,0,116
Point30,Au.tif,"(2048, 2048)",uint16,0,417
Point30,B7H3.tif,"(2048, 2048)",uint16,0,0
Point30,Background.tif,"(2048, 2048)",uint16,0,47
Point30,Beta catenin.tif,"(2048, 2048)",uint16,0,21
Point30,C.tif,"(2048, 2048)",uint16,0,0
Point30,Ca.tif,"(2048, 2048)",uint16,0,512
Point30,CD11b.tif,"(2048, 2048)",uint16,0,11
Point30,CD11c.tif,"(2048, 2048)",uint16,0,39
Point30,CD138.tif,"(2048, 2048)",uint16,0,14
Point30,CD16.tif,"(2048, 2048)",uint16,0,11
Point30,CD163.tif,"(2048, 2048)",uint16,0,13
Point30,CD20.tif,"(2048, 2048)",uint16,0,56
Point30,CD209.tif,"(2048, 2048)",uint16,0,7
Point30,CD3.tif,"(2048, 2048)",uint16,0,12
Point30,CD31.tif,"(2048, 2048)",uint16,0,10
Point30,CD4.tif,"(2048, 2048)",uint16,0,12
Point30,CD45.tif,"(2048, 2048)",uint16,0,63
Point30,CD45RO.tif,"(2048, 2048)",uint16,0,29
Point30,CD56.tif,"(2048, 2048)",uint16,0,8
Point30,CD63.tif,"(2048, 2048)",uint16,0,39
Point30,CD68.tif,"(2048, 2048)",uint16,0,56
Point30,CD8.tif,"(2048, 2048)",uint16,0,18
Point30,CSF-1R.tif,"(2048, 2048)",uint16,0,34
Point30,dsDNA.tif,"(2048, 2048)",uint16,0,139
Point30,EGFR.tif,"(2048, 2048)",uint16,0,13
Point30,Fe.tif,"(2048, 2048)",uint16,0,460
Point30,FoxP3.tif,"(2048, 2048)",uint16,0,7
Point30,H3K27me3.tif,"(2048, 2048)",uint16,0,116
Point30,H3K9ac.tif,"(2048, 2048)",uint16,0,39
Point30,HLA-DR.tif,"(2048, 2048)",uint16,0,132
Point30,HLA_Class_1.tif,"(2048, 2048)",uint16,0,46
Point30,IDO.tif,"(2048, 2048)",uint16,0,18
Point30,Keratin17.tif,"(2048, 2048)",uint16,0,11
Point30,Keratin6.tif,"(2048, 2048)",uint16,0,31
Point30,Ki67.tif,"(2048, 2048)",uint16,0,18
Point30,Lag3.tif,"(2048, 2048)",uint16,0,16
Point30,MPO.tif,"(2048, 2048)",uint16,0,177
Point30,Na.tif,"(2048, 2048)",uint16,0,681
Point30,OX40.tif,"(2048, 2048)",uint16,0,12
Point30,P.tif,"(2048, 2048)",uint16,0,176
Point30,p53.tif,"(2048, 2048)",uint16,0,20
Point30,Pan-Keratin.tif,"(2048, 2048)",uint16,0,11
Point30,PD-L1.tif,"(2048, 2048)",uint16,0,9
Point30,PD1.tif,"(2048, 2048)",uint16,0,11
Point30,phospho-S6.tif,"(2048, 2048)",uint16,0,56
Point30,Segmentation.tif,"(2048, 2048)",uint16,0,1
Point30,SegmentationInterior.tif,"(2048, 2048)",uint8,0,1
Point30,Si.tif,"(2048, 2048)",uint16,0,512
Point30,SMA.tif,"(2048, 2048)",uint16,0,58
Point30,Ta.tif,"(2048, 2048)",uint16,0,322
Point30,Vimentin.tif,"(2048, 2048)",uint16,0,153
Point31,Au.tif,"(2048, 2048)",uint16,0,475
Point31,B7H3.tif,"(2048, 2048)",uint16,0,0
Point31,Background.tif,"(2048, 2048)",uint16,0,25
Point31,Beta catenin.tif,"(2048, 2048)",uint16,0,20
Point31,C.tif,"(2048, 2048)",uint16,0,0
Point31,Ca.tif,"(2048, 2048)",uint16,0,507
Point31,CD11b.tif,"(2048, 2048)",uint16,0,20
Point31,CD11c.tif,"(2048, 2048)",uint16,0,12
Point31,CD138.tif,"(2048, 2048)",uint16,0,11
Point31,CD16.tif,"(2048, 2048)",uint16,0,20
Point31,CD163.tif,"(2048, 2048)",uint16,0,18
Point31,CD20.tif,"(2048, 2048)",uint16,0,0
Point31,CD209.tif,"(2048, 2048)",uint16,0,0
Point31,CD3.tif,"(2048, 2048)",uint16,0,7
Point31,CD31.tif,"(2048, 2048)",uint16,0,8
Point31,CD4.tif,"(2048, 2048)",uint16,0,6
Point31,CD45.tif,"(2048, 2048)",uint16,0,27
Point31,CD45RO.tif,"(2048, 2048)",uint16,0,9
Point31,CD56.tif,"(2048, 2048)",uint16,0,3
Point31,CD63.tif,"(2048, 2048)",uint16,0,56
Point31,CD68.tif,"(2048, 2048)",uint16,0,49
Point31,CD8.tif,"(2048, 2048)",uint16,0,8
Point31,CSF-1R.tif,"(2048, 2048)",uint16,0,21
Point31,dsDNA.tif,"(2048, 2048)",uint16,0,166
Point31,EGFR.tif,"(2048, 2048)",uint16,0,9
Point31,Fe.tif,"(2048, 2048)",uint16,0,509
